grid,obstacle,side,Quad,goal_dist,start_dist,wall_dist,center_dist,dVGC,sVGC,Moves,sVGCPriors,JITprob,JITnew,sVGCPriorNew,JITPriors,RandomForgetsVGC,RandomForgetsVGC025,RandomForgetsVGC010,RandomForgetsVGC040,RandomForgetsVGC033,TargetForgetsVGC,SpatialsVGC,SpatialsVGC025,SpatialsVGC010,SpatialsVGC033,SpatialsVGC040,JITRandom010,JITRandom016,JITRandom025,JITRandom033,JITRandom040,SpatialJIT,SpatialJIT025,SpatialJIT010,SpatialJIT033,SpatialJIT040
grid-000-l,obs-0,L,NaN,5,5,3,5,0.275296049,1,18,0.91667045,0.433774034,0.433774034,0.400023594,0.280472375,0.830001816,0.690006613,0.920002149,0.490014134,0.570008883,0.290024001,0.899580089,0.762694595,0.926538121,0.83301552,0.72735217,0.47706551,0.430533691,0.418862116,0.340239704,0.371855039,0.495905615,0.500003287,0.49965615,0.501753752,0.495627297
grid-000-l,obs-1,L,L,1,8,4,6,0.857955212,1,18,0.16839829,0.676851257,0.676851257,0.401400825,0.297441067,0.860001362,0.690002724,0.890000454,0.560005448,0.69000454,0.330007718,0.949997903,0.929410823,0.960139672,0.898549878,0.948838645,0.629284297,0.637369489,0.520618471,0.514439462,0.452701198,0.712054306,0.701602333,0.747023389,0.676585311,0.670098792
grid-000-l,obs-2,R,L,8,13,2,4,0.008031422,4.54E-05,18,0.41628321,0.317805109,0.317805109,0.640016274,0.492888624,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,0.010044488,0.02955284,0.020043578,0.020043578,0.020043578,0.189434245,0.176319357,0.149182502,0.133310549,0.098274657,0.161124018,0.157888096,0.180776607,0.139733681,0.122998346
grid-000-l,obs-3,R,U,14,5,4,6,0.009848751,4.54E-05,18,0.00012383,0.254041344,0.254041344,0.000576742,0.082170596,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.58E-05,4.66E-05,4.62E-05,4.62E-05,4.58E-05,0.135986263,0.115633726,0.093811614,0.070405885,0.054012997,0.145752748,0.138143584,0.153551451,0.129316496,0.13888365
grid-000-l,obs-4,L,U,8,2,3,5,0.372786962,1,18,0.99999891,0.52433273,0.52433273,0.513954527,0.347994183,0.840001816,0.740001816,0.860000454,0.550003178,0.610003178,0.480006355,0.929740225,0.892388933,0.973465706,0.877279344,0.798074742,0.508328137,0.479161109,0.448248962,0.426576615,0.351155866,0.482923842,0.461174617,0.500180761,0.444454834,0.470305435
grid-000-l,obs-5,R,U,12,8,2,4,0.010786728,4.54E-05,18,0.5000227,0.287892181,0.287892181,0.520040254,0.370362237,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,0.010044944,0.030044036,0.02004449,0.010178594,0.010178596,0.248709959,0.224378408,0.179946103,0.139797675,0.115503565,0.222023721,0.201521961,0.246804164,0.182209598,0.165046161
grid-001-l,obs-0,L,U,5,10,4,6,0.252526976,1,24,0.75001135,0.479961962,0.479961962,0.972614606,0.351932342,0.612289041,0.433655187,0.793795094,0.262148261,0.305174998,0.990000454,0.926408464,0.795177154,0.931284302,0.804605994,0.706843093,0.189636862,0.171351198,0.133409868,0.110018732,0.090605636,0.318430935,0.407630132,0.30189017,0.428687768,0.465590509
grid-001-l,obs-1,L,L,15,3,6,8,0.16287798,0.99328376,24,0.99328683,0.484260468,0.484260468,0.760977377,0.460107658,0.66551524,0.367543772,0.784703784,0.208625614,0.248355148,0.814501095,0.805022252,0.696505707,0.874461441,0.731029981,0.566424457,0.249051001,0.225655348,0.15688231,0.141318044,0.131204335,0.353732103,0.387017012,0.340634232,0.369056916,0.387157934
grid-001-l,obs-2,R,L,9,4,6,8,0.007804836,4.54E-05,24,4.54E-05,0.248083899,0.248083899,4.54E-05,0.051452063,6.80E-05,6.46E-05,5.44E-05,7.48E-05,7.14E-05,4.54E-05,4.65E-05,5.16E-05,4.54E-05,0.000541885,0.020536763,0.098642127,0.08792812,0.088557818,0.081127442,0.080133036,0.146719223,0.179984102,0.128842634,0.176898424,0.205438007
grid-001-l,obs-3,R,NaN,4,9,1,3,0.382735531,1,24,0.62501608,0.435954003,0.435954003,1,0.474891088,0.78,0.77,0.92,0.6,0.68,1,1,1,1,1,0.980000908,0.431044243,0.44516461,0.384645928,0.352819346,0.332014575,0.531247581,0.588993976,0.5113138,0.552957591,0.627235578
grid-001-l,obs-4,L,L,10,5,1,3,0.388749094,1,24,1,0.537402024,0.537402024,1,0.683519956,0.740009988,0.560010442,0.860003632,0.360018159,0.410014527,1,0.990000454,0.880005448,0.990000454,0.890004994,0.815237449,0.480521452,0.524911249,0.381701528,0.372727461,0.326327538,0.620143808,0.675748018,0.616032948,0.615257606,0.645085111
grid-001-l,obs-5,R,U,2,9,1,3,0.690791999,1,24,0.53534717,0.852712006,0.852712006,0.833922016,0.612329412,0.680009988,0.550010442,0.870003632,0.350018159,0.460014527,0.86,0.910237322,0.760519882,0.960139696,0.730630219,0.680477984,0.798624466,0.63713627,0.539910492,0.513354328,0.369099159,0.934089221,0.9924666,0.935799181,0.857683397,0.771922882
grid-002-l,obs-0,L,L,5,4,1,2,0.687383003,1,17,0.6666818,0.309760384,0.309760384,0.783287033,0.370251279,0.84,0.77,0.91,0.56,0.7,0.83,0.910004086,0.990000227,0.980000908,0.960006433,0.920069612,0.445125935,0.409031864,0.334452925,0.294907742,0.296070096,0.46113781,0.472393244,0.466698814,0.476625437,0.460150225
grid-002-l,obs-1,R,L,14,7,6,8,0.008299014,4.54E-05,17,0.00027913,0.15763369,0.15763369,4.97E-05,0.034976226,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,0.016802438,4.54E-05,0.009034282,0.033156231,0.040007659,0.032503496,0.026784475,0.025375499,0.020381766,0.059989559,0.064581138,0.054364883,0.077126438,0.0608771
grid-002-l,obs-2,R,U,7,14,4,6,0.007675028,4.54E-05,17,0.16670509,0.119378742,0.119378742,0.160003442,0.182423756,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,0.030033583,0.005039944,0.025039021,0.035038582,0.056570251,0.052563432,0.047106818,0.042702925,0.03563548,0.089822284,0.09721383,0.085497421,0.128687109,0.108363206
grid-002-l,obs-3,L,U,4,7,3,5,0.726382129,0.499600026,17,0.33344219,0.409042052,0.409042052,0.620704142,0.372472896,0.364728275,0.28980408,0.389703007,0.1948937,0.214866886,0.249855708,0.585203768,0.610031903,0.574531092,0.629226139,0.649308223,0.415471175,0.414257957,0.332843484,0.287581832,0.227326851,0.505433529,0.510583345,0.487678854,0.521195095,0.565280397
grid-002-l,obs-4,L,L,8,1,4,6,0.314364158,1,17,0.99998482,0.651379754,0.651379754,0.366070673,0.28288419,0.85,0.72,0.91,0.43,0.69,0.32,0.974987888,0.839961141,0.964976302,0.819949668,0.834192936,0.604731494,0.515482784,0.55172319,0.476696008,0.459513356,0.586755486,0.563779616,0.613996994,0.559493767,0.498283478
grid-002-l,obs-5,R,U,4,14,4,6,0.00804942,4.54E-05,17,0.00605605,0.054567504,0.054567504,0.146952609,0.077291366,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,0.020033394,4.54E-05,0.010039396,0.040778451,0.02622077,0.020256171,0.018863981,0.017882286,0.013669944,0.039481962,0.052571776,0.035882043,0.069643662,0.075270149
grid-003-l,obs-0,L,NaN,6,4,2,4,0.43732469,1,17,0.75871783,0.429532391,0.429532391,0.483049967,0.289164175,0.769337717,0.648959651,0.869538645,0.438941542,0.479216847,0.408252911,0.879603138,0.76994339,0.940002724,0.709744959,0.651773639,0.527600667,0.544391545,0.435827013,0.448426766,0.363702724,0.56821107,0.568720025,0.57759821,0.571618714,0.548760156
grid-003-l,obs-1,L,L,8,3,3,5,0.017764757,1,17,1,0.420563716,0.420563716,0.715350121,0.432978824,0.675014301,0.570017707,0.79000908,0.400022702,0.430020887,0.490019977,0.860006356,0.720012711,0.940002724,0.620017251,0.560019975,0.280518628,0.259678433,0.221568844,0.235858362,0.202590592,0.31092489,0.303821742,0.293020554,0.29270601,0.286088836
grid-003-l,obs-2,R,U,7,14,2,4,0.010284859,4.54E-05,17,0.08498765,0.103784464,0.103784464,0.324749855,0.299030038,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,0.035036639,0.010044944,4.54E-05,0.040042213,0.070343879,0.071408791,0.061752622,0.05291582,0.051050428,0.090784957,0.07958692,0.078734427,0.076965095,0.078663026
grid-003-l,obs-3,R,U,5,17,5,7,0.011905504,4.54E-05,17,4.54E-05,0.072656475,0.072656475,5.74E-05,0.052294634,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,0.010046074,0.010044933,4.54E-05,0.010044906,0.007756259,0.007517878,0.007212675,0.007667824,0.005518016,0.010039937,0.010574107,0.009677804,0.011098622,0.011582795
grid-003-l,obs-4,L,U,1,9,4,6,0.894034782,1,17,0.1921029,0.875801675,0.875801675,0.32104393,0.269131886,0.875,0.750000454,0.910000454,0.600002724,0.640002724,0.430004994,0.920003632,0.969308127,1,0.918617163,0.820207475,0.749122095,0.748022891,0.747045331,0.598924145,0.523543938,0.829820148,0.767470418,0.907506147,0.738631778,0.734983798
grid-003-l,obs-5,R,L,13,9,3,5,0.013027489,4.54E-05,17,0.25003405,0.14598242,0.14598242,0.542128947,0.398412885,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,0.040043582,0.010044944,4.54E-05,0.040043582,0.091593273,0.085564437,0.074095104,0.071181854,0.066886993,0.11006499,0.095563215,0.097884487,0.097017483,0.09666138
grid-004-l,obs-0,L,L,5,6,3,5,0.635067712,0.999996261,15,0.66034797,0.88401288,0.88401288,0.479984146,0.47447638,0.846354183,0.694390848,0.912409332,0.634685758,0.662567597,0.501188678,0.93198675,0.888099969,0.942027095,0.883832098,0.844459818,0.693326737,0.684908571,0.60266187,0.49996287,0.500564293,0.839554436,0.80558343,0.865778795,0.824283242,0.818375865
grid-004-l,obs-1,R,L,1,13,1,3,0.011047755,4.54E-05,15,0.25003405,0.110129931,0.110129931,0.180035775,0.172978956,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,0.010044944,4.54E-05,0.010044944,0.030044036,0.07345033,0.071230709,0.068465715,0.055078678,0.047450004,0.079595966,0.08248943,0.083811017,0.079005143,0.097076866
grid-004-l,obs-2,L,L,2,11,4,6,0.012972202,4.54E-05,15,0.08337008,0.043333333,0.043333333,4.54E-05,0.032637,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,0.055483711,0.077002458,0.047763647,0.107001095,0.156238999,0.018118305,0.017489504,0.016950826,0.018679008,0.017012342,0.047834921,0.11172338,0.055576909,0.155359092,0.130779464
grid-004-l,obs-3,L,U,10,3,4,6,0.358517463,1,15,1,0.493547731,0.493547731,0.352328899,0.36677894,0.860005282,0.820007009,0.850005557,0.620015193,0.730010558,0.340026384,0.840007264,0.690014073,0.85000681,0.620017251,0.550020435,0.414227342,0.398583265,0.349729681,0.31648998,0.293538916,0.46164129,0.447837658,0.477083243,0.4701516,0.41385428
grid-004-l,obs-4,R,U,10,10,4,6,0.010477548,4.54E-05,15,0.3333636,0.169305629,0.169305629,0.321092842,0.273619888,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,0.010044944,4.54E-05,0.010044944,0.030044036,0.084497977,0.069966763,0.065746144,0.064919227,0.048513171,0.087565574,0.09391097,0.092564045,0.090825452,0.094492656
grid-004-l,obs-5,R,L,5,14,2,4,0.011974341,4.54E-05,15,0.3333636,0.133619062,0.133619062,0.360028147,0.309660641,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,0.010044944,4.54E-05,0.010044944,0.030044036,0.080007476,0.075502913,0.069655542,0.058072706,0.07330992,0.07954728,0.078233027,0.082446474,0.066598133,0.073911362
grid-005-l,obs-0,L,U,4,10,2,4,0.00986021,4.54E-05,17,0.1667045,0.362031012,0.362031012,0.640263395,0.279928102,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,0.000111793,0.005038819,0.000111793,0.000111793,0.133260373,0.115787756,0.104016529,0.088267469,0.095882805,0.18378166,0.208704666,0.177825169,0.239955359,0.236211906
grid-005-l,obs-1,R,L,16,2,4,6,0.012294059,4.54E-05,17,0.49999993,0.246929891,0.246929891,0.697796565,0.545857903,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,0.03502219,0.030034671,0.030042669,0.08502567,0.11001184,0.171816408,0.146862068,0.145110168,0.137523639,0.103251969,0.19293548,0.18729534,0.18133422,0.206149801,0.209803394
grid-005-l,obs-2,L,L,10,5,2,4,0.380803794,1,17,0.5000227,0.438562899,0.438562899,0.80119049,0.57759292,0.80000908,0.710013165,0.85000681,0.600018159,0.680014527,0.820008172,1,1,1,1,1,0.54307458,0.499693596,0.500631825,0.399706333,0.392819715,0.596781248,0.566036822,0.572730222,0.573462359,0.588000338
grid-005-l,obs-3,R,NaN,13,6,1,3,0.011482776,4.54E-05,17,0.5000227,0.112986404,0.112986404,0.695401606,0.519782393,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,0.010044944,0.010044944,0.010044944,0.010044944,0.101198084,0.10310633,0.104573006,0.088313904,0.085419912,0.110379064,0.109601474,0.105964003,0.116310428,0.126590453
grid-005-l,obs-4,L,U,2,12,4,6,0.795431852,1,17,0.1667045,0.798894926,0.798894926,5.27E-05,0.108343747,0.830007718,0.710013165,0.90000454,0.600018159,0.620017251,4.54E-05,0.990001523,0.980001294,0.990000454,0.950073511,0.960003293,0.698710367,0.619548184,0.568709624,0.542467839,0.511443044,0.834757324,0.769494503,0.807248842,0.775098584,0.790595899
grid-005-l,obs-5,R,U,7,9,3,5,0.011919621,4.54E-05,17,0.1667045,0.111770245,0.111770245,0.080038457,0.188516817,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,0.010043779,0.010043779,0.010043779,0.010043779,0.05298121,0.056390658,0.060862369,0.053716465,0.052584443,0.06429963,0.069713473,0.057406802,0.068994181,0.08813539
grid-006-l,obs-0,R,U,3,11,1,3,0.008651273,4.54E-05,17,0.04170923,0.233707219,0.233707219,0.330034682,0.197683003,0.04670816,0.066706012,0.040041766,0.096704287,0.093370756,0.006711459,0.083570734,0.153502463,0.055042107,0.19336776,0.185232139,0.119586532,0.123127577,0.115314711,0.102767538,0.112668577,0.154979598,0.162812369,0.141368453,0.18505921,0.185176214
grid-006-l,obs-1,L,NaN,11,4,1,3,0.01089189,4.54E-05,17,0.45836355,0.206633808,0.206633808,0.453365731,0.340238518,0.04670816,0.066706012,0.040041766,0.096704287,0.093370756,0.006711459,0.063571642,0.053507002,0.045042561,0.113371392,0.145233955,0.13755063,0.13040254,0.138876128,0.119533479,0.108556772,0.156896851,0.162758025,0.140661912,0.167452911,0.180869872
grid-006-l,obs-2,L,L,12,1,2,4,0.27385324,0.999999693,17,0.70813504,0.362441985,0.362441985,0.937512992,0.734918537,0.886669768,0.866669448,0.920001546,0.726675492,0.78333922,0.966667582,0.987939609,0.984900006,0.997942027,0.987705271,0.970384519,0.396328732,0.349260014,0.331263651,0.292824909,0.258699337,0.40864319,0.413718669,0.409357943,0.418721841,0.405419429
grid-006-l,obs-3,R,L,6,7,3,5,0.440654758,1,17,0.41666424,0.581062841,0.581062841,0.557819404,0.375185611,0.80000908,0.730012257,0.930003178,0.540020883,0.740011803,0.560019975,0.949986788,0.960008569,0.934991945,0.910009138,0.94498681,0.462402438,0.420757032,0.403076041,0.341732998,0.29978606,0.489797668,0.498461234,0.502673245,0.472551796,0.46225154
grid-006-l,obs-4,R,U,1,15,5,7,0.865936391,1,17,0.08337495,0.844832459,0.844832459,0.083620985,0.089152972,0.770010442,0.650015889,0.890004994,0.530021337,0.690014073,0.060042674,1,1,1,1,0.990000454,0.757131345,0.654017492,0.611546735,0.461391439,0.466729593,0.764544283,0.735997039,0.788174421,0.718842448,0.707155007
grid-006-l,obs-5,L,U,7,8,4,6,0.010705172,4.54E-05,17,0.41669206,0.176373248,0.176373248,0.260320267,0.208463446,4.57E-05,4.54E-05,4.54E-05,4.64E-05,4.59E-05,4.54E-05,0.003443543,0.003378429,4.54E-05,0.003378429,0.010196558,0.09449795,0.089333289,0.086578414,0.087098074,0.066301204,0.114284095,0.123987681,0.106366566,0.138316696,0.145530175
grid-007-l,obs-0,L,NaN,9,6,1,3,0.01283148,4.54E-05,15,0.58335225,0.1360587,0.1360587,0.233360431,0.205825325,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,0.000112374,4.54E-05,0.000112374,4.59E-05,0.005178566,0.192226438,0.170827908,0.164049782,0.129893903,0.133285956,0.183780371,0.176876537,0.189191588,0.179546157,0.169148913
grid-007-l,obs-1,L,L,13,3,4,6,0.01247505,4.54E-05,15,4.54E-05,0.279265556,0.279265556,0.080041766,0.163493296,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,0.005041442,0.005041444,0.005041442,0.005041442,0.025092153,0.171287362,0.16450141,0.157208802,0.145809534,0.125057053,0.206983358,0.206654399,0.202510484,0.216318276,0.222709562
grid-007-l,obs-2,R,NaN,4,9,3,5,0.015255204,4.54E-05,15,0.1667045,0.329662342,0.329662342,0.140043822,0.178404171,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,0.010076742,0.040107178,0.010076742,0.080084163,0.100072656,0.238669579,0.203621149,0.169891694,0.127483424,0.130942977,0.286398081,0.308068939,0.261077224,0.295030637,0.299682869
grid-007-l,obs-3,R,R,1,10,3,5,0.851439977,1,15,0.70566056,0.751165498,0.751165498,0.550521202,0.430873466,0.86,0.77,0.9,0.62,0.64,0.57,0.99491293,0.994963317,0.99991643,0.989970424,0.984709463,0.68018348,0.605634114,0.57000434,0.562167909,0.393684476,0.711104651,0.685574331,0.726532742,0.671621254,0.672268528
grid-007-l,obs-4,L,U,5,8,3,5,0.01104933,4.54E-05,15,0.22086019,0,0,0.339982669,0.297656063,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,0.00011238,0.007827118,0.020096329,0.023491368,0.034852952,0.043752133,0.023788349,0.050316043,0.026277235,0.03296967,0.05858987
grid-007-l,obs-5,R,L,6,3,1,3,0.365697177,1,15,1,0.255273704,0.255273704,0.51344929,0.383461267,0.870005902,0.85000681,0.870005902,0.520021791,0.680014527,0.500022699,0.998346187,0.998279119,0.997519292,0.997452206,0.996625264,0.482368007,0.455292911,0.460897798,0.376027109,0.358406734,0.520671979,0.507415487,0.521125307,0.508580219,0.50504397
grid-008-l,obs-0,L,U,9,4,3,5,0.280939977,0.776946987,19,0.85135793,0.472142332,0.472142332,0.641649026,0.532303236,0.644883686,0.582737073,0.683726408,0.481742485,0.497277436,0.5361511,0.832755312,0.855327957,0.790413683,0.839791126,0.912044885,0.367116532,0.347986912,0.309879939,0.2981823,0.286369289,0.477749656,0.493771764,0.48609456,0.616240329,0.606932761
grid-008-l,obs-1,L,L,11,3,1,3,0.009532783,4.54E-05,19,0.05559591,0.157330055,0.157330055,0.73992197,0.551968071,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,0.038425492,0.055039379,0.002550642,0.099009847,0.130555752,0.1185617,0.110214816,0.103631049,0.098161957,0.080349146,0.163546492,0.173387626,0.161813466,0.238928902,0.235702952
grid-008-l,obs-2,R,NaN,5,9,1,3,0.011250901,4.54E-05,19,0.05559591,0.107571845,0.107571845,0.719998691,0.373779267,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,0.063438608,0.160048061,0.042548826,0.159085978,0.150504446,0.03943929,0.041552471,0.037787783,0.042694629,0.04893483,0.065951264,0.078282627,0.058292841,0.127531785,0.111613241
grid-008-l,obs-3,L,U,5,8,3,5,0.013024442,4.54E-05,19,0.32698166,0.46714087,0.46714087,0.176899528,0.24151867,0.111681574,0.197878093,0.092442368,0.258634957,0.240155563,0.113201197,0.212873337,0.359372284,0.106240977,0.447525292,0.470409188,0.280458021,0.255938224,0.255889804,0.202809169,0.249306056,0.374348785,0.391888051,0.370206742,0.50724884,0.521663877
grid-008-l,obs-4,R,U,1,12,4,6,0.856232334,1,19,0.1667045,0.983927069,0.983927069,0.240034502,0.246862509,0.86,0.72,0.9,0.61,0.65,0.22,0.906397429,0.830434743,0.952546792,0.794923124,0.739742224,0.92387058,0.834018427,0.713315948,0.703896585,0.61331259,1.003452499,1.016982599,1.10297569,1.072450756,0.963727574
grid-008-l,obs-5,R,L,8,5,1,3,0.012858172,4.54E-05,19,0.05559591,0.082937725,0.082937725,0.360280239,0.322860427,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,0.020109666,0.050041993,0.002550642,0.074023555,0.090503994,0.040451079,0.044483015,0.046431243,0.039269864,0.038523373,0.054699707,0.063633935,0.053448355,0.103095922,0.09272833
grid-009-l,obs-0,L,NaN,12,3,1,3,0.010051192,4.54E-05,17,0.6666818,0.298184062,0.298184062,0.666690753,0.26368685,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,0.107539638,0.180035527,0.070041823,0.11886946,0.314928255,0.276405791,0.260287904,0.225175807,0.184189781,0.196528188,0.309978145,0.330152839,0.301280326,0.37254201,0.387226124
grid-009-l,obs-1,L,L,8,8,5,7,0.012673243,4.54E-05,17,0.00034852,0,0,0.057212238,0.189592584,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,0.012537198,0.010037566,0.00504466,0.007544291,0.004943278,0.003826128,0.00609683,0.009678428,0.016197437,0.015297453,0.001951832,0.003664355,0.000626053,0.006417642,0.014009882
grid-009-l,obs-2,R,L,1,10,5,7,0.869209639,1,17,0.49968058,0.789135009,0.789135009,0.805464427,0.492249045,0.83,0.73,0.94,0.58,0.64,0.86,0.89000567,0.860011442,0.965001475,0.790013827,0.880011177,0.784053586,0.733282769,0.708317924,0.613435573,0.551125512,0.799094046,0.788823181,0.851634187,0.855719348,0.871112286
grid-009-l,obs-3,R,U,8,3,2,4,0.322012736,1,17,1,0.569864141,0.569864141,0.680276958,0.532592389,0.820008172,0.690014073,0.890004994,0.600018159,0.640016343,0.590018613,0.930003178,0.910004086,0.970001362,0.890004994,0.95000227,0.509224271,0.445514844,0.395367045,0.357584011,0.297413773,0.586344592,0.60843272,0.581013914,0.664828543,0.683113356
grid-009-l,obs-4,L,U,15,3,4,6,0.010987639,4.54E-05,17,4.54E-05,0.36064673,0.36064673,0.12109904,0.232235025,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,0.037542929,0.085041028,0.025043752,0.057542021,0.109922966,0.138251233,0.12004494,0.109154435,0.077045873,0.072274929,0.183415926,0.211990883,0.178389814,0.237870752,0.267545641
grid-009-l,obs-5,R,L,5,5,1,2,0.013172681,4.54E-05,17,0.6666818,0.057589616,0.057589616,0.79304739,0.540385008,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,0.106452088,0.120066211,0.045058286,0.128453444,0.164250588,0.052035973,0.066505783,0.079395336,0.092364665,0.096627963,0.106807258,0.109895523,0.070499693,0.203263504,0.242731438
grid-010-l,obs-0,L,U,8,6,4,6,0.117962466,0.006687203,18,0.00668687,0.434738303,0.434738303,0.223470701,0.35493366,0.005241136,0.003790037,0.006104511,0.002543112,0.003148363,0.000980373,0.189264401,0.228932453,0.090414152,0.371685297,0.30315313,0.161835223,0.150350736,0.161488971,0.121366392,0.121687899,0.251960792,0.296172254,0.203039893,0.303592116,0.337087348
grid-010-l,obs-1,R,NaN,12,3,1,3,0.161499009,1,18,1,0.376203007,0.376203007,0.893570935,0.485237938,0.850792685,0.740788198,0.950792685,0.684912998,0.675313903,0.913332607,0.929995203,0.884984965,0.92998659,0.91332455,0.839954346,0.347180923,0.335958125,0.317226722,0.319334029,0.258283292,0.444517009,0.447583408,0.398809112,0.453133686,0.462353687
grid-010-l,obs-2,R,L,8,4,2,4,0.011598088,4.54E-05,18,0.25026137,0,0,0.300018556,0.336346437,0.139631572,0.159624738,0.029641575,0.162555002,0.177358105,0.023374938,0.065383476,0.105105247,0.070039717,0.092196216,0.139340481,0.050783449,0.063097115,0.095356459,0.101772499,0.098527815,0.023485771,0.041306947,0.00344077,0.056664582,0.044032681
grid-010-l,obs-3,L,L,1,11,5,7,0.835761744,1,18,0.08362851,0.932283752,0.932283752,0.360477746,0.239941524,0.790005302,0.770017255,0.880005302,0.650023162,0.700024905,0.410006582,0.915067805,0.930004409,0.980000908,0.918334659,0.884612666,0.816709548,0.753895026,0.643402204,0.506333913,0.514967246,0.994502127,0.944556689,0.941607387,0.952350603,0.912084864
grid-010-l,obs-4,R,U,14,2,3,5,0.012938571,4.54E-05,18,4.54E-05,0.281801256,0.281801256,0.060310222,0.249007647,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,0.100031656,0.204579853,0.054894815,0.309635503,0.279696176,0.130340621,0.129956635,0.109076416,0.104612822,0.085067506,0.233593241,0.246256267,0.194664339,0.295617409,0.318827573
grid-010-l,obs-5,L,NaN,4,8,3,5,0.012763725,4.54E-05,18,0.08337495,0.139103323,0.139103323,0.160002009,0.167644657,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,0.160038134,0.255028342,0.07004222,0.305026072,0.285783987,0.122659107,0.110770512,0.101993268,0.091522667,0.073943877,0.265449091,0.281659613,0.179279857,0.326023784,0.408221018
grid-011-l,obs-0,L,U,9,2,3,5,0.010841655,4.54E-05,15,4.54E-05,0.194819025,0.194819025,0.196973004,0.201582205,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,0.080041766,0.060042674,0.060042674,0.160038134,0.190036772,0.045388736,0.045358685,0.040684802,0.034523577,0.030065114,0.102668656,0.121970487,0.082595479,0.179143273,0.185105512
grid-011-l,obs-1,R,NaN,12,7,3,5,0.011840228,4.54E-05,15,0.1667045,0.054394417,0.054394417,0.320042373,0.267200904,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,0.010044487,0.010044944,0.010044487,0.010044944,0.024197108,0.027941324,0.02573989,0.025992028,0.028439774,0.051688466,0.0754795,0.036735633,0.083573404,0.08819839
grid-011-l,obs-2,R,L,8,8,3,5,0.011982882,4.54E-05,15,0.33662354,0.118899994,0.118899994,0.538164416,0.416943073,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,0.046241229,0.066236518,0.028522855,0.083221228,0.113426082,0.072255902,0.061922823,0.066934703,0.061631989,0.057919557,0.113349564,0.12036222,0.110761655,0.126282437,0.161796758
